EicCode;EicDisplayName;EicLongName;EicParent;EicResponsibleParty;EicStatus;MarketParticipantPostalCode;MarketParticipantIsoCountryCode;MarketParticipantVatCode;EicTypeFunctionList;type
18XCOALG-12345-U;COALG;COMERCIALIZADORA SUMINISTROS ESPECIALES ALGINETENSES S.L.;;;Active;;;ESB97007975;Trade Responsible Party;X
18XCOALSEMA0001J;CSEMA;COALSEMA;;;Active;;;ESA01236348;Production Responsible Party;X
18XCOANDCOENERGF;COACO;COMPRAS EN COMUN SL;;;Active;;;ESB97578173;Consumption Responsible Party;X
18XCOANS-12345-D;COANS;COGENERACIÓN DE ANDÚJAR, S.A.;;;Active;;;ESA41918574;Production Responsible Party;X
18XCOBAN-12345-T;COBAN;COBANE A.I.E.;;;Active;;;ESG43391903;Production Responsible Party;X
18XCOBE-12345-1X;COBE;CONUBEN,;;;Active;;;ESB21199930;Production Responsible Party;X
18XCOBLA-1234--H;COBLA;ELECTRICAS COLLADO BLANCO, S.L.;;;Active;;;ESF12571360;Grid Access Provider;X
18XCOBUR-12345-F;COBUR;COGENERADORA BURGALESA, S.L.;;;Active;;;ESB09312109;Production Responsible Party;X
18XCODAN-12345-7;CODAN;MORON FOTOVOLTAICA, S.L.U;;;Active;;;ESB39667423;Production Responsible Party;X
18XCOECA-12345-J;COECA;COMERCIALIZACION ELECETRICA CATALANA SL;;;Active;;;ESB65960551;Trade Responsible Party;X
18XCOELC-12345-M;COELC;ELECTRICA DE GUADASSUAR COMERCIALIZACIÓN S.L.;;;Active;;;ESB98194780;Trade Responsible Party;X
18XCOELD-12345-D;COELD;ELECTRICA DE GUADASSUAR COOP. V.;;;Active;;;ESF46004750;Grid Access Provider;X
18XCOFRU-1234--T;COFRU;COFRUSA COGENERACIÓN S.A.;;;Active;;;ESA73024440;Production Responsible Party;X
18XCOGAL-12345-T;COGAL;Nexus Energia, SA;;;Active;;;ESF36030518;Production Responsible Party;X
18XCOGEE-12345-F;COGEE;COGENERACIÓN EFICIENCIA ENERGÉTICA, S.L.;;;Active;;;ESB57664591;Production Responsible Party;X
18XCOGENAYMERELH;AYMER;COGENERACION AYMEREL, A.I.E;;;Active;;;ESE61543195;Production Responsible Party;X
18XCOGES-12345-0;COGES;OMS SACEDE S.A.;;;Active;;;ESA08593345;Production Responsible Party;X
18XCOGI-123456-W;COGI;COGENERA GESTION INTEGRAL SL;;;Active;;;ESB74266826;Production Responsible Party;X
18XCOGMA-12345-8;COGMA;COGENERACIÓN Y MANTENIMIENTO, A.I.E.;;;Active;;;ESV33441643;Production Responsible Party;X
18XCOGNA-12345-Z;COGNA;COGENERACIÓN DE NAVIA, S.A.;;;Active;;;ESA33468273;Production Responsible Party;X
18XCOG-TENERIFE3;COTES;COGENERACIÓN DE TENERIFE, S.A.U.;;;Active;;;ESA38285367;Production Responsible Party;X
18XCOHIG-1234-1Y;COHIG;CORTIZO HIDROELECTRICAS S.A.U.;;;Active;;;ESA15345572;Production Responsible Party;X
18XCOLCR-12345-B;COLCR;COBRE LAS CRUCES, S.A.U.;;;Active;;;ESA28814135;Consumption Responsible Party;X
18XCOLIV-12345-Q;COLIV;PARQUE EÓLICO CERRO OLIVA;;;Active;;;ESB84134550;Production Responsible Party;X
18XCOLSAPATERNAE;COLSA;CARTONAJES ONDULADOS LEVANTINOS;;;Active;;;ESA46095790;Production Responsible Party;X
18XCOMA-123456-9;COMA;CERAMICA LA COMA S.A;;;Active;;;ESA08789679;Production Responsible Party;X
18XCOMERCIAELEMV;CELME;DISTRIBUIDORA ELÉCTRICA DE MELIANA S.L.U.;;;Active;;;ESB98196249;Trade Responsible Party;X
18XCOMERCMG0000M;COMMG;COMERCIALIZACION MG, SL;;;Active;;;ESB73838062;Trade Responsible Party;X
18XCOMS-12345-1V;COMS;Parc Eòlic Les Comes, S.L.;;;Active;;;ESB43748052;Production Responsible Party;X
18XCONAV-1234-1O;CONAV;COGENERACION DE NAVIA S.A.;;;Active;;;ESA33468373;Production Responsible Party;X
18XCONBASILIOSAX;CBA;CONGELADOS BASILIO SA;;;Active;;;ESA33501545;Consumption Responsible Party;X
18XCONCE-12345-W;CONCE;EOLICA SORIHUELA S.L;;;Active;;;ESB37376118;Trade Responsible Party;X
18XCONCI-12345-X;CONCI;CONCISA. COMUNICACION, MARKETING Y SERVICIOS SL;;;Active;;;ESB30819577;Trade Responsible Party;X
18XCONEC-12345-U;CONEC;AHORRO ENERGIA HOGAR INVESTMENTS S.L.;;;Active;;;ESB66024464;Trade Responsible Party;X
18XCONECTA-ENERC;20170;CONECTA ENERGIA CONSULTORIA Y TRADING SL;;;Active;;;ESB75114280;Trade Responsible Party;X
18XCONES-12345-Y;CONES;SISTEMAS ENERGÉTICOS CONESA II;;;Active;;;ESA64221641;Production Responsible Party;X
18XCONFI-12345-3;CONFI;CONFIREL A.I.E;;;Active;;;ESG17341389;Production Responsible Party;X
18XCONJH-12345-9;CONJH;CONTRUCCIONES JAVIER HERRAN, S.L.;;;Active;;;ESB09084534;Production Responsible Party;X
18XCONJU-12345-3;CONJU;SISTEMAS ENERGETICOS MONTE DEL CONJURO, SA;;;Active;;;ESA09361627;Production Responsible Party;X
18XCONMI-12345-7;CONMI;CONSTRUCCIONES MILLAS, S.L.;;;Active;;;ESB45019148;Production Responsible Party;X
18XCONOR-1234-1V;CONOR;COGENERACION DEL NORESTE SL;;;Active;;;ESB15761612;Production Responsible Party;X
18XCONVG-1234-1N;CONVG;PARQUE EOLICO CORRAL NUEVO, S.A.;;;Active;;;ESA82464975;Production Responsible Party;X
18XCOOPB-12345-T;COOPB;SOCIEDAD COOP. AGRARIA 'SAN MARTIN' DE BELCHITE;;;Active;;;ESF50019439;Consumption Responsible Party;X
18XCOOPERATIVAES;CEA;COOPERATIVA ELÉCTRICA-BENÉFICA ALBATERENSE, Coop. V.;;;Active;;;ESF03013323;Trade Responsible Party;X
18XCOOSU-12345-D;COOSU;ACEITES DEL SUR-COOSUR, S.A.;;;Active;;;ESA80245129;Production Responsible Party;X
18XCOPAQ-12345-X;COPAQ;COGENERACIÓN PAQUITO, S.L.;;;Active;;;ESB15055783;Production Responsible Party;X
18XCOPO-123456-L;COPO;COPO ZARAGOZA S.A;;;Active;;;ESA50529320;Consumption Responsible Party;X
18XCORBT-12345-B;CORBT;CORBETÓN, S.L.;;;Active;;;ESB26213389;Production Responsible Party;X
18XCORCO-12345-9;CORCO;DESIMPACTE DE PURINS CORCO, S.A.;;;Active;;;ESA61585857;Production Responsible Party;X
18XCORDI-12345-G;CORDI;ALTANO HIDRO S.A.;;;Active;;;ESA82683434;Production Responsible Party;X
18XCOREF-12345-X;COREF;COMPAÑÍA OLEICOLA DE REFINACION Y ENVASADO, S.A.U.;;;Active;;;ESA41037672;Production Responsible Party;X
18XCOREN-12345-Z;COREN;COOP.ORENSANAS;;;Active;;;ESF32001976;Production Responsible Party;X
18XCOREY-12345-A;COREY;COREYSA COGENERACIÓN, S.A.;;;Active;;;ESA41992520;Production Responsible Party;X
18XCORME3-123-1A;CORME3;DESARROLLOS EÓLICOS DE CORME, S.A.;;;Active;;;ESA41837550;Production Responsible Party;X
18XCORPO-12345-R;CORPO;CORPOLUX, S.L.;;;Active;;;ESB54691589;Trade Responsible Party;X
18XCORUX-12345-7;CORUX;Wind To Market, S.A;;;Active;;;ESB27321249;Production Responsible Party;X
18XCOSTA-12345-S;COSTA;RENOVABLES COSTA SL;;;Active;;;ESB22329569;Production Responsible Party;X
18XCOTEC-12345-1;COTEC;Cooperativa Tecnica Agropecuaria, Sociedad Cooperativa Limitada;;;Active;;;ESF25029174;Production Responsible Party;X
18XCOTER-12345-E;COTER;COGENERACION DEL TER S.L;;;Active;;;ESB61172128;Production Responsible Party;X
18XCOTEX-1234-1B;COTEX;COLORTEX COGENERACION S.A;;;Active;;;ESA96365093;Production Responsible Party;X
18XCOTUG-1234-14;COTUG;COGENERACION TURQUESA, S.A.;;;Active;;;ESA47440516;Production Responsible Party;X
18XCOVA-123456-L;COVA;TEJERIAS LA COVADONGA S.A.;;;Active;;;ESA39006929;Production Responsible Party;X
18XCOVAP-12345-D;COVAP;S.C.GANADERA ANDALUZA VALLE PEDROCHES;;;Active;;;ESF14014245;Production Responsible Party;X
18XCOVI-123456-F;COVI;SOCIEDADES COGENERACION VILLAR;;;Active;;;ESA41757998;Production Responsible Party;X
18XCOVIN-12345-P;COVIN;COVIÑAS COOPERATIVA VALENCIANA;;;Active;;;ESF46031050;Consumption Responsible Party;X
18XCOVISLANSL00R;COVIS;COVISLAN S.L.;;;Active;;;ESB62116249;Production Responsible Party;X
18XCPAMP-12345-1;CPAMP;SERVICIOS DE LA COMARCA DE PAMPLONA, S.A.;;;Active;;;ESA31118441;Production Responsible Party;X
18XCPANI-12345-H;CPANI;PARC EOLIC COLL DEL PANISSOT, S.L.;;;Active;;;ESB63019848;Production Responsible Party;X
18XCPAR-12345-1D;CPAR;CENPAR, S.A.;;;Active;;;ESA58249046;Production Responsible Party;X
18XCPCI-12345-17;CPCI;COMPANIA PROD. CONSUMO INTERNO;;;Active;;;ESB50846013;Production Responsible Party;X
18XCPFEC-12345-W;CPFEC;POPULAR DE FLUID ELECTRIC CAMPRODON SCCL;;;Active;;;ESF17008442;Trade Responsible Party;X
18XCPG-123456-1V;CPG;COMPACGLASS;;;Active;;;ESB12647699;Production Responsible Party;X
18XCPNO-12345-1B;CPNO;EOLICA CAMPOLLANO;;;Active;;;ESA83359539;Production Responsible Party;X
18XCPS-1234567-R;CPS;CPS;;;Active;;;ESB32395550;Consumption Responsible Party;X
18XCRADO-12345-2;CRADO;GENERACIONES ESPECIALES I, SL;;;Active;;;ESB85440378;Production Responsible Party;X
18XCRCC-123456-Q;CRCC;COMUNIDAD DE REGANTES CAMPO DE CARTAGENA;;;Active;;;ESG30607345;Consumption Responsible Party;X
18XCR-E-123456-1;CR_E;COMERCIALIZADORA RIOJANA DE ENERGÍA, S.L.;;;Active;;;ESB26514471;Trade Responsible Party;X
18XCREAR-12345-Z;CREAR;CREARA CONSULTORES, S.L.;;;Active;;;ESB84433424;Consumption Responsible Party;X
18XCRECI-12345-M;CRECI;CRECIMIENTOEUROPEO;;;Active;;;ESB98264682;Grid Access Provider;X
18XCREEMOS-123-Q;CREEM;CREEMOS ENERGIA VERDE S.L.;;;Active;;;ESB19596535;Trade Responsible Party;X
18XCRM-1234567-W;CRM;COMUNIDAD DE REGANTES DE MAZARRON;;;Active;;;ESG30301121;Consumption Responsible Party;X
18XCRNOR-1234-1W;CRNOR;CERANOR, S.A.;;;Active;;;ESA24200065;Production Responsible Party;X
18XCRTAB-12345-E;CRTAB;COMUNIDAD DE REGANTES 'EMBALSE TORRE DE ABRAHAM';;;Active;;;ESG13037809;Consumption Responsible Party;X
18XCRUZC-12345-3;CRUZC;CRUZ DE CARRUTERO;;;Active;;;ESB63019749;Production Responsible Party;X
18XCTECO-12345-I;CTECO;CTECNO COGENERACIÓN, S.L.;;;Active;;;ESB86375482;Trade Responsible Party;X
18XCTESL-12345-X;CTESL;Consultoria Tecnoenergetica;;;Active;;;ESB83870295;Trade Responsible Party;X
18XCTICO-12345-B;CTICO;Cerámica Técnica de Illescas Cogeneración, S.A.;;;Active;;;ESA82725631;Production Responsible Party;X
18XCTNU-12345-0G;CTNU;ENGIE CASTELNOU S.L.U.;;;Active;;;ESB82459702;Production Responsible Party;X
18XCTPA-123456-R;CTPA;Centro Tecnológico Palmas Altas, S.A.;;;Active;;;ESA91371831;Production Responsible Party;X
18XCTRON-12345-N;CTRON;ELECTRO SOPORTE COMERCIAL Y GESTIÓN S.L.;;;Active;;;ESB65932360;Trade Responsible Party;X
18XCTSAG-1234-17;CTSAG;COGENERACIÓN TALSA, S.A.;;;Active;;;ESA02211779;Production Responsible Party;X
18XCUALI-12345-E;CUALI;CUALIN QUALITY, S.L.;;;Active;;;ESB04323887;Production Responsible Party;X
18XCUART-12345-3;CUART;CUARTE S.L.;;;Active;;;ESB50132984;Consumption Responsible Party;X
18XCUGAT-12345-X;CUGAT;SANT CUGAT TECHNOLOGICAL CENTRE SL;;;Active;;;ESB65595571;Consumption Responsible Party;X
18XCUMUL-12345-O;CUMUL;CUMULUS ENERGY MASTER FUND;;;Active;;;GB143355329;Trade Responsible Party;X
18XCUNC-123456-H;CUNC;ELECTRA CUNTIENSE COMERCIALIZADORA, S.L.;;;Active;;;ESB94133535;Trade Responsible Party;X
18XCUNTI-12345-D;CUNTI;Electra Cuntiense S.L.U.;;;Active;;;ESB36350361;Trade Responsible Party;X
18XCUPA-123456-F;CUPA;Cupire Padesa SL;;;Active;;;ESB32001588;Consumption Responsible Party;X
18XCUPAINGENIERH;CUPAI;Cupa Ingenieria y Servicios S.A;;;Active;;;ESA32230708;Consumer;X
18XCURRAG-123-15;CURRAG;PARQUE EÓLICO DE CURRÁS, S.L.;;;Active;;;ESB15801954;Production Responsible Party;X
18XCVERD-12345-H;CVERD;Cinca Verde S.L.;;;Active;;;ESB25378787;Production Responsible Party;X
18XCVSTO-12345-3;CVSTO;COMERCIAL VITAL SANTO TOMAS, S.L.;;;Active;;;ESB26226597;Production Responsible Party;X
18XCYDAE14888322;CYDAE;COMERCIAL Y ASESORA DE ELECTRICIDAD, S.L.;;;Active;;;ESB14888325;Trade Responsible Party;X
18XCYDE-12345-3Z;CYDE;CYD ENERGÍA, S.A.;;;Active;;;ESA83289504;Trade Responsible Party;X
18XCYE-123456--N;CYE;CYE Energía S.L.;;;Active;;;ESB98516693;Trade Responsible Party;X
18XCYLEO-12345-9;CYLEO;CYL ENERGIA EÓLICA, S.L.U.;;;Active;;;ESB47575329;Production Responsible Party;X
18XCYM-123456-15;CYM;COGENERACION Y MANTENIMIENTO,A.I.E.;;;Active;;;ESG33441643;Production Responsible Party;X
18XCZFV-123456-3;CZFV;CONSORCIO ZONA FRANCA DE VIGO;;;Active;;;ESV36611580;Consumption Responsible Party;X
18XDAGUI-12345-B;DAGUI;DESALADORA DE AGUILAS S.L.;;;Active;;;ESB73253684;Consumption Responsible Party;X
18XDAIMUZSL2014M;DAIMU;Daimuz Energia SL;;;Active;;;ESB04787024;Trade Responsible Party;X
18XDALLE-12345-8;DALLE;DALLENSOL S.L.;;;Active;;;ESB64516743;Production Responsible Party;X
18XDANSKECOM--PG;DCES;Danske Commodities España, S.L.;;;Active;;;ESB87086989;Trade Responsible Party;X
18XDANTG-1234-1D;DANTA;DANTA DE ENERGÍAS, S.A.;;;Active;;;ESA24354698;Production Responsible Party;X
18XDAPAN-12345-U;DAPAN;DANIEL AGUILO PANISELLO, S.A.;;;Active;;;ESA41222142;Production Responsible Party;X
18XDAPSA-12345-4;DAPSA;Ineuropa de cogeneración, S.A. y Dapsa, S.A.;;;Active;;;ESG82050352;Production Responsible Party;X
18XDAUTO-12345-Z;DAUTO;ELECTRA AUTOL, S.A.;;;Active;;;ESA26018184;Grid Access Provider;X
18XDAYP2-12345-7;DAYP2;Ineuropa de Cogeneración, S.A. y Daniel Aguilo Panisello, S.A.;;;Active;;;ESU82226424;Production Responsible Party;X
18XDBENE-12345-G;DBENE;DB ENERGY COMMODITIES LIMITED;;;Active;;;GB243609761;Trade Responsible Party;X
18XDBERM-12345-F;DBERM;Distribuidora Eléctrica Bermejales, SA;;;Active;;;ESA18045666;Grid Access Provider;X
18XDCH-123456-1F;DCH;DULCES Y CONSERVAS HELIOS, S.A.;;;Active;;;ESA47002878;Production Responsible Party;X
18XDEBRG-1234-16;DEBRO;DESARROLLOS EÓLICO DEL EBRO S.A.;;;Active;;;ESA50700079;Production Responsible Party;X
18XDECA-123456-4;DECA;DESARROLLOS EOLICOS DE CANARIAS, S.A.;;;Active;;;ESA35373406;Production Responsible Party;X
18XDECEI-12345-J;DECEI;DECAIL ENERGÍA, SOCIEDAD LIMITADA;;;Active;;;ESB02261535;Grid Access Provider;X
18XDEDRE-12345-P;DEDRE;DEPURACIÓN, DESTILACIÓN, RECICLAJE, S.L.;;;Active;;;ESB15570948;Production Responsible Party;X
18XDEDU--1234--0;DEDU;DESARROLLOS EÓLICOS DUMBRIA S.A.U;;;Active;;;ESA15982283;Production Responsible Party;X
18XDEFIB-12345-9;DEFIB;DEFIBER, S.A.;;;Active;;;ESA08320723;Production Responsible Party;X
18XDELMA-12345-N;DELMA;TUBOS DE PRECISIÓN DELMÁS SL;;;Active;;;ESB60738226;Production Responsible Party;X
18XDELUG-1234-1E;DELUG;DESARROLLOS EÓLICOS DE LUGO, S.A.U.;;;Active;;;ESA15862550;Production Responsible Party;X
18XDEMOT-12345-6;DEMOT;DEMOTAIL S.L.;;;Active;;;ESB60972122;Production Responsible Party;X
18XDENR-12345-1Q;DENR;Desarrollo de Energías Renovables de La Rioja S.A.;;;Active;;;ESA26267013;Production Responsible Party;X
18XDEOLI-1234-1G;DEOLI;DESARROLLOS EÓLICOS S.A.;;;Active;;;ESA41631441;Trade Responsible Party;X
18XDEPON-12345-R;DEPON;ENERGÍAS DE PONTEVEDRA, S.L.;;;Active;;;ESB15957459;Production Responsible Party;X
18XDERMA-12345-V;DERMA;D.E.R. CASTILLA LA MANCHA;;;Active;;;ESA31679608;Production Responsible Party;X
18XDERMO-12345-G;DERMO;DERIVADOS DEL MONTE S.L.;;;Active;;;ESB15070808;Production Responsible Party;X
18XDERNA-1234-1Z;DERNA;DESARROLLO DE ENERGÍAS RENOVABLES DE NAVARRA S.A.;;;Active;;;ESA31656838;Production Responsible Party;X
18XDERSA-12345-8;DERSA;DESARROLLO DE ENERGÍAS RENOVABLES, S.A.;;;Active;;;ESA31564438;Production Responsible Party;X
18XDERSC-12345-R;DERSC;DEERS GREEN POWER DEVELOPMENT COMPANY, S.L.;;;Active;;;ESB99168643;Production Responsible Party;X
18XDESAL-12345-4;DESAL;DESALADORA DUAL;;;Active;;;ESB73388316;Production Responsible Party;X
18XDESAR-12345-O;DESAR;UNIVERSAL DE DESARROLLOS ELECTRONICOS, S.A.;;;Active;;;ESA08768335;Consumption Responsible Party;X
18XDESEL-12345-1;DESEL;COMERCIAL DE DESARROLLOS ELECTRONICOS, S.A.;;;Active;;;ESA48140875;Consumption Responsible Party;X
18XDETI-12345-1D;CGYE;CEPSA GAS Y ELECTRICIDAD, S.A.U.;;;Active;;;ESA28142552;Interconnection Trade Responsible,Production Responsible Party,Trade Responsible Party;X
18XDEVAG-1234-1U;DEVAG;PARQUE EÓLICO DE DEVA, S.L;;;Active;;;ESB15684608;Production Responsible Party;X
18XDEVAR-12345-S;DEVAR;DEVA RENOVABLES S.L.U.;;;Active;;;ESB39690656;Production Responsible Party;X
18XDEVIL-12345-2;DEVIL;PARQUES EOLICOS DE VILLANUEVA, S.L.;;;Active;;;ESB98012818;Production Responsible Party;X
18XDGARV-12345-T;DGARV;Medina Garvey Electricidad SLU;;;Active;;;ESB91632190;Grid Access Provider;X
18XDGDFO-12345-V;DGDFO;ELÉCTRICA DEL GUADALFEO, S.L.;;;Active;;;ESB18000224;Grid Access Provider;X
18XDGTML-12345-Y;DGTML;Jefatura Provincial Tráfico Málaga;;;Active;;;ESQ2816003D;Production Responsible Party;X
18XDIAL-123456-G;DIAL;DIALRAS SL;;;Active;;;ESB64463409;Production Responsible Party;X
18XDIAZ-123456-O;DIAZ;INDUSTRIAS CERAMICAS DIAZ S.A.;;;Active;;;ESA45007978;Production Responsible Party;X
18XDIBAQ-12345-O;DIBAQ;DIBAQ DIPROTEG, S.A.;;;Active;;;ESA78464773;Production Responsible Party;X
18XDIMOB-12345-9;DIMOB;DISTRIBUIDORA MOCLINEJENSE DE BEBIDAS, S.L.;;;Active;;;ESB29859071;Production Responsible Party;X
18XDIOXI-12345-J;DIOXI;DIOXIPE SOLAR, S.L.;;;Active;;;ESB84991330;Production Responsible Party;X
18XDIREC-12345-8;DIREC;ELÉCTRICA DIRECTA ENERGIA, S.L.;;;Active;;;ESB63841597;Trade Responsible Party;X
18XDISEL-12345-R;DISEL;DISELVA, S.A.;;;Active;;;ESA08842064;Production Responsible Party;X
18XDISP-123456-0;DISP;Distribuciones Pedro Vives;;;Active;;;ESB03065646;Consumption Responsible Party;X
18XDIVER-12345-E;DIVER;DIVERSIS SOLAR CIUDAD REAL, S.L.;;;Active;;;ESB13407770;Production Responsible Party;X
18XDIVFL-12345-L;DIVFL;DIVERFLOAT, S.L.;;;Active;;;ESB86195096;Trade Responsible Party;X
18XDLAMA-12345-N;DLAMA;DESALADORA LA MARINA S.L.U.;;;Active;;;ESB73463341;Consumption Responsible Party;X
18XDMIAJ-1234--H;DMIAJ;ENERGIA DE MIAJADAS, SA;;;Active;;;ESA10193803;Grid Access Provider;X
18XDOBON-12345-O;DOBON;CERAMICA DBON SA;;;Active;;;ESA22007710;Production Responsible Party;X
18XDOLTR-12345-D;DOLTR;EME DOLAR TRES S.L.U.;;;Active;;;ESB18584151;Production Responsible Party;X
18XDREME-12345-J;DREME;Electricidad Nuestra Sra de los Remedios S.L.;;;Active;;;ESB11002698;Grid Access Provider;X
18XDREUA-12345-C;DREUA;FOENER COMERCIALIZACION, S.L.U;;;Active;;;ESB98563356;Trade Responsible Party;X
18XDREUE-12345-D;DREUE;DREUE ELECTRIC;;;Active;;;ESB98202237;Trade Responsible Party;X
18XDREUO-12345-Y;DREUO;DROP MARKETING, S.L.U.;;;Active;;;ESB98014392;Trade Responsible Party;X
18XDRK-1234567-4;DRK;DISTRIBUCIONES RENNOX KERNEL, S.L.;;;Active;;;ESB86863610;Trade Responsible Party;X
18XDRUIZ-12345-R;DRUIZ;RUIZ DE LA TORRE, S.L.;;;Active;;;ESB26305888;Grid Access Provider;X
18XDSBVA-12345-N;DSBVA;HIDROELÉCTRICA SAN BUENAVENTURA, S.L.;;;Active;;;ESB18472597;Grid Access Provider;X
18XDSGRE-12345-9;DSGRE;Eléctrica San Gregorio, SL;;;Active;;;ESB18057208;Grid Access Provider;X
18XDSTAA-12345-Z;DSTAA;Distribución de Electricidad Valle de Santa Ana, SL;;;Active;;;ESB06184790;Grid Access Provider;X
18XDUERO-12345-S;DUERO;INDUSTRIAS DUERO S.A.;;;Active;;;ESA28354355;Production Responsible Party;X
18XEACCO-12345-K;EACCO;Empresa de Alumbrado Eléctrico de Ceuta, S.A.;;;Active;;;ESA11900057;Trade Responsible Party;X
18XEAECD-12345-N;EAECD;EMPRESA DE ALUMBRADO ELECTRICO DE CEUTA DISTRIBUCION, S.A.U.;;;Active;;;ESA51004166;Grid Access Provider;X
18XEAECR-12345-8;EAECR;Empresa Alumbrado Eléctrica Comer. Referencia;;;Active;;;ESA51031920;Trade Responsible Party;X
18XEAER-12345-1C;EAER;ENERGÍAS ALTERNATIVAS EÓLICAS RIOJANAS, S.L.;;;Active;;;ESB26308916;Production Responsible Party;X
18XEALB-123456-4;EALB;Electrica Albaterense, S.L.;;;Active;;;ESB53482774;Trade Responsible Party;X
18XEALSU-12345-3;EALSU;ENERGÍAS ALTERNATIVAS DEL SUR, S.L.;;;Active;;;ESB35461953;Production Responsible Party;X
18XEAM01-12345-F;EAM01;ELECTRA ALTO MIÑO COMERCIALIZADORA DE ENERGIA, SLU;;;Active;;;ESB36878510;Trade Responsible Party;X
18XEAMSA-12345-O;EAMSA;COGENERACIÓN HINOJAR S.A.;;;Active;;;ESA82482407;Production Responsible Party;X
18XEASAD-1234-2C;EASAD;ENERGIAS DE ARAGON I, S. L. UNIPERSONAL;;;Active;;;ESB50851468;Grid Access Provider;X
18XEBANG-1234-16;EBAN;EOLICA LA BANDERA S.L;;;Active;;;ESB31638356;Production Responsible Party;X
18XEBIAR-12345-9;EBIAR;ELECTRICA NTRA. SRA. DE GRACIA, SDAD. COOP VALENCIANA;;;Active;;;ESF03013356;Trade Responsible Party;X
18XEBLCO-1234-3U;EBLCO;ENGIE ESPAÑA, S.L.U;;;Active;;;ESB82508441;Trade Responsible Party;X
18XEBLL-123456-3;EBLL;EMPRESA METROPOLITANA DE SANEJAMENT, S.A.;;;Active;;;ESA08848889;Production Responsible Party;X
18XEBOSQ-12345-V;EBOSQ;ERAS DEL BOSQUE, S.A.;;;Active;;;ESA34007153;Production Responsible Party;X
18XEBRCO-1234-31;EBRCO;ENERGIA ELECTRICA DEL EBRO,S.A.;;;Active;;;ESA43243617;Trade Responsible Party;X
18XEBRO-123456-I;EBRO;EÓLICA DEL EBRO;;;Active;;;ESA50758028;Production Responsible Party;X
18XEBROC-12345-G;EBROC;ELECTRICA DEL EBRO S.A.;;;Active;;;ESA08049306;Trade Responsible Party;X
18XECABG-1234-13;ECAB;EOLICA CABANILLAS S.L;;;Active;;;ESB31569874;Production Responsible Party;X
18XECADZ-1234-3U;ECADZ;SUMINISTRADORA ELÉCTRICA DE CÁDIZ S.A.;;;Active;;;ESA11355526;Trade Responsible Party;X
18XECAL-12345-3E;ECAL;ELECTRA CALDENSE ENERGIA, S.A.;;;Active;;;ESA62420815;Trade Responsible Party;X
18XECALD-12345-R;ECALD;ELECTRA CALDENSE, S.A.;;;Active;;;ESA08002834;Grid Access Provider;X
18XECALM-12345-K;ECALM;ECOEQ ALMERIA S.L.;;;Active;;;ESB04827101;Trade Responsible Party;X
18XECAPG-1234-1B;ECAP;EOLICA CAPARROSO S.L.;;;Active;;;ESB31638331;Production Responsible Party;X
18XECARB-12345-M;ECARB;ELECTRA DE CARBAYIN, S.A.;;;Active;;;ESA33005265;Grid Access Provider;X
18XECASA-12345-L;ECASA;ECASA EOLICOS CANARIOS S.L;;;Active;;;ESB35434034;Production Responsible Party;X
18XECATA-12345-B;ECATA;PARQUE EOLICO SANTA CATALINA SL;;;Active;;;ESB85353324;Production Responsible Party;X
18XECAY-123456-J;ECAY;ELECTRA ECAY, S.L.;;;Active;;;ESB31189376;Production Responsible Party;X
18XECE-123456-3V;ECE;ELECTRA DEL CARDENER ENERGIA, S.A.;;;Active;;;ESA25466939;Trade Responsible Party;X
18XECEEN-1234-3A;ECEEN;SOCIEDAD COMERCIALIZADORA DE ENERGÍA, S.A.;;;Active;;;ESA15741267;Trade Responsible Party;X
18XECL-123456-1W;ECL;ENERGÍA DE CASTILLA Y LEÓN S.A.;;;Active;;;ESA47561402;Production Responsible Party;X
18XECLM-12345-1Z;ECLM;ELECDEY CASTILLA LA MANCHA, S.A;;;Active;;;ESA16189003;Production Responsible Party;X
18XECMED-12345-2;ECMED;ECOPARC DEL MEDITERRANI S.A.;;;Active;;;ESA62977186;Production Responsible Party;X
18XECNAV-12345-H;ECNAV;NEOELECTRA SC ECOENERGIA NAVARRA S.L. UNIPERSONAL;;;Active;;;ESB66445198;Production Responsible Party;X
18XECO1-123456-A;ECO1;ECOPARC DE BARCELONA;;;Active;;;ESA62014402;Production Responsible Party;X
18XECO2-123456-0;ECO2;ECOPARC DEL BESOS, S.A.;;;Active;;;ESA62541164;Production Responsible Party;X
18XECOE-12345-18;ECOE;ECOCARBURANTES;;;Active;;;ESA81406266;Production Responsible Party;X
18XECOENERGETICO;ECO;ECOENERGÉTICA DE CANARIAS, S.L.;;;Active;;;ESB38920500;Trade Responsible Party;X
18XECOEQ-12345-B;ECOEQ;ECOEQ ENERGETICA SL;;;Active;;;ESB04738209;Trade Responsible Party;X
18XECOIBERIA001X;ECOIB;ECOIBERIA SOLAR;;;Active;;;ESB39666219;Production Responsible Party;X
18XECON-123456-C;ECON;ECONACTIVA;;;Active;;;ESF19300045;Trade Responsible Party;X
18XECONA-12345-S;ECONA;ECOENERGÍA DE NAVARRA S.L.;;;Active;;;ESB31784895;Production Responsible Party;X
18XECOND-12345-1;ECOND;Arsus Energía, S.L.;;;Active;;;ESB90053232;Trade Responsible Party;X
18XECOPA-12345-8;ECOPA;ECOPARQUE DE LA RIOJA S.L.;;;Active;;;ESB26345488;Production Responsible Party;X
